trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
131,False,"{'a': 0.5, 'e': 0.07089505042036935}",20,12,14.504953834751955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.06947714941196197}",25,9,21.500160251119915,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.06808760642372272}",20,0,17.96405803945681,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.06672585429524826}",20,2,24.43318369201396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.0653913372093433}",25,17,11.347958388667367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.06408351046515644}",30,12,-5.7933208576416275,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.0628018402558533}",25,0,35.71428478084925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.061545803450736236}",20,1,-12.661051653188405,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.060314887381721506}",20,12,16.839757359337444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.05910858963408708}",35,19,19.715110711354964,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.057926417841405335}",25,5,36.715183435787914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.05676788948457723}",20,15,9.378272027443895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.05563253169488568}",25,11,-23.022684621783352,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.054519881060987964}",25,10,22.771282183700624,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.05342948343976821}",20,8,21.67885718539784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.05236089377097284}",20,6,24.531199584345103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.051313675895553384}",25,4,28.532088171011353,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.050287402377642315}",25,14,-21.546358414574946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.04928165433008947}",30,17,21.563759760632692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.048296021243487676}",25,15,19.15652116105392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.04733010081861792}",25,0,24.226024642662058,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.046383498802245564}",30,18,24.628633136367895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.04545582882620065}",20,14,11.892496161257181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.044546712249676636}",20,12,-4.97351556332023,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.04365577800468311}",25,16,15.309122582915892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.04278266244458944}",30,10,32.17082195353738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.041927009195697654}",25,13,-17.751856805854562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.041088469011783695}",25,0,-15.191173484597616,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.040266699631548025}",20,0,28.042306000849887,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.03946136563891706}",25,0,22.887327170465188,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.03867213832613872}",20,0,31.928276380210427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.03789869555961595}",20,14,-1.8407892877086947,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.03714072164842362}",25,16,15.59360181903966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.036397907215455154}",25,0,38.112283884728235,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.03566994907114605}",20,16,8.332825366363757,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.03495655008972313}",30,16,3.3476608489156043,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.03425741908792866}",20,9,16.03185301202083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.03357227070617009}",20,10,7.494611601371956,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.03290082529204669}",25,7,25.522804907656333,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.03224280878620575}",20,0,19.133934887514332,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.031597952610481636}",25,5,34.17332423043637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.030965993558272006}",25,3,22.09261213642111,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.030346673687106564}",20,2,25.64271120477446,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.02973974021336443}",20,0,24.34680181150054,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.029144945409097144}",25,5,-22.95489432460114,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.0285620465009152}",25,0,28.11391808980177,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.027990805570896896}",20,12,17.239847654149177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.027430989459478958}",20,8,19.567400956998377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.026882369670289376}",25,0,41.58064216993482,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.02634472227688359}",30,7,29.14842835604926,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.025817827831345917}",25,18,12.407968074787775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.025301471274718997}",30,10,-5.915445820291374,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.024795441849224616}",30,14,27.338679336403196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.024299533012240124}",20,10,18.893150951369027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.023813542351995322}",30,22,18.04200052667177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.023337271504955414}",25,14,4.753409887016982,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.022870526074856307}",25,2,37.83492577277755,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.02241311555335918}",20,3,27.80558710891254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.021964853242291995}",30,22,17.832573545304903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.021525556177446156}",25,11,25.493348313272797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.02109504505389723}",30,0,43.37963225119433,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.020673144152819286}",20,14,11.046083808562667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.0202596812697629}",25,7,23.429099376683997,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.019854487644367643}",20,0,29.48296595700043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.01945739789148029}",20,7,24.971216914748855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.019068249933650683}",30,8,0.7549877798846931,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.01868688493497767}",20,1,2.8653562807817856,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.018313147236278113}",20,11,17.50252404308613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.017946884291552553}",20,9,17.3715410197267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.0175879466057215}",25,2,28.605078218877633,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.01723618767360707}",25,12,23.373740713538755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.01689146392013493}",25,12,13.951892414718731,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.01655363464173223}",25,0,40.023069793571686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.016222561948897585}",25,9,28.25015587104717,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.015898110709919634}",30,13,29.236951162657025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.01558014849572124}",30,16,26.766444734602395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.015268545525806814}",30,0,16.02726084097468,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.014963174615290679}",20,16,6.035700426963553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.014663911122984865}",20,14,10.887459886868797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.014370632900525168}",20,0,12.489812055654957,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.014083220242514663}",30,16,29.613844518776787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.01380155583766437}",20,10,18.500197940730335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.013525524720911083}",30,18,27.83189517818298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.01325501422649286}",20,10,20.99799873819287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.012989913941963003}",20,14,11.44227658919164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.012730115663123744}",25,13,23.01510075923024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.012475513349861267}",25,5,35.20673419844585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.012226003082864043}",35,23,25.55979952556948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.011981483021206761}",20,10,10.053051458159652,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.011741853360782626}",20,13,12.86866279664788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.011507016293566973}",20,13,11.39095671543195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.011276875967695634}",25,7,27.835813188001502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.01105133844834172}",25,11,27.462949113579427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.010830311679374887}",20,13,13.781135485386658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.010613705445787387}",30,3,-63.429813605537106,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 2}",1
226,False,"{'a': 0.5, 'e': 0.010401431336871641}",20,14,11.567156597277641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.010193402710134207}",25,7,31.472429166436147,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.009989534655931522}",20,1,27.49970832922852,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.009789743962812892}",20,10,20.367844618250498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.009593949083556635}",20,13,14.056335789690245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.009402070101885502}",30,1,0.1913584584692214,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.009214028699847792}",30,12,30.599789748519548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.009029748125850836}",30,15,25.437120523363742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.008849153163333819}",25,11,22.32953418778702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.008672170100067142}",35,24,18.646000389685348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.0084987266980658}",30,16,25.9027472480753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.008328752164104482}",25,13,22.4404876234284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.008162177120822393}",20,0,21.001055572319476,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.007998933578405944}",25,0,36.29336760431915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.007838954906837826}",20,14,11.648035675732409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.007682175808701069}",30,12,8.82846368959774,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.007528532292527048}",25,5,40.27297968069905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.007377961646676506}",35,25,17.269230861694574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.007230402413742976}",20,16,5.621157145074174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.007085794365468116}",20,10,19.04161612723222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.006944078478158754}",30,22,-7.891640214521593,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.006805196908595579}",25,10,25.188648093876118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.006669092970423667}",20,2,23.78509719676632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.006535711111015194}",25,0,31.46375875439356,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.00640499688879489}",20,15,11.369497909090784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0062768969510189915}",25,4,36.200695350217785,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.006151359011998612}",30,19,19.666893788031697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.00602833183175864}",25,0,39.42434402770363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.005907765195123467}",20,15,11.157895151452188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.005789609891220997}",25,12,21.71503911906317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.005673817693396577}",20,14,11.255997125888703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.0055603413395286455}",25,0,39.159278664558684,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.005449134512738073}",25,18,12.038759955416491,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.005340151822483311}",20,14,10.416248983213904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.005233348786033645}",20,8,20.010966251133325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.005128681810312972}",20,0,-15.554358050059736,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.005026108174106712}",20,13,9.915949692856532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.004925586010624578}",25,5,31.234623932033053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0048270742904120865}",25,9,19.0646758158026,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0047305328046038445}",20,12,13.626182271326922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.004635922148511768}",25,1,10.838068128739957,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.004543203705541532}",20,2,29.42172254398917,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.004452339631430702}",20,0,-18.362598388315455,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.004363292838802087}",25,10,25.118693437948973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.004276026982026045}",20,0,-23.561884095950642,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.004190506442385524}",25,8,28.83649192337089,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.004106696313537814}",25,20,11.504482184504202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.004024562387267058}",20,0,36.24555793657457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.003944071139521717}",20,14,10.614899423964378,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.0038651897167312817}",25,13,18.556138552495625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.003787885922396656}",25,17,15.827099060948163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.003712128203948723}",30,16,26.385104539777043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.0036378856398697483}",20,14,9.961806651571095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.0035651279270723533}",20,4,29.17193785674351,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.003493825368530906}",35,16,31.94353006152012,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.003423948861160288}",25,7,30.307359714975753,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.003355469883937082}",25,13,15.628495281859598,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.0032883604862583406}",20,6,23.937275737894115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.0032225932765331737}",20,11,17.389656641444486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.00315814141100251}",20,3,26.82532951530287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.00309497858278246}",30,8,38.67953138623165,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0030330790111268106}",20,12,-27.43162936335351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.0029724174309042743}",25,7,29.213253524814956,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.0029129690822861888}",20,0,29.48457387240508,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.002854709700640465}",30,14,25.56433786637237,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.0027976155066276555}",20,9,19.39891014650705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0027416631964951024}",20,8,17.900070279539296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.0026868299325652004}",25,8,25.486710977344046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.0026330933339138965}",25,7,28.208296241956607,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.0025804314672356185}",25,9,25.426864567020985,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.002528822837890906}",20,7,24.083756015087637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0024782463811330877}",25,15,21.28353744929156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.002428681453510426}",30,20,15.942721839043138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0023801078244402173}",20,7,23.910471953913923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.002332505667951413}",25,16,13.725331934709978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.002285855554592385}",20,13,15.188990740612164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.002240138443500537}",25,0,38.12719268328569,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.002195335674630526}",25,8,27.68019997720047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.0021514289611379157}",20,6,23.83173428198147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.0021084003819151573}",25,16,18.54484605525031,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.002066232374276854}",20,16,7.664043598519027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.002024907726791317}",25,13,22.125602728224315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.0019844095722554907}",25,15,16.85860041440962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.0019447213808103808}",20,10,18.314202846795162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
